EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,Gender,HourlyRate,JobLevel,JobRole,MaritialStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobCategory,Education_Text,EnvironmentSat_Text,JobInvolvement_Text,JobSatisfaction_Text,PerformanceRating_Text,RelationshipSat_Text,WorkLifeBalance_Text
1803,42,No,Travel_Rarely,1128,Research & Development,13,Medical,1,Male,95,2,Healthcare Representative,Married,5538,5696,5,Y,No,18,80,2,10,2,0,0,0,0,Tech,Bachelor,Medium,Very High,Low,Excellent,High,Good
1807,34,Yes,Travel_Frequently,234,Research & Development,9,Life Sciences,1,Male,93,2,Laboratory Technician,Married,5346,6208,4,Y,No,17,80,1,11,3,7,1,0,7,Tech,Master,Very High,High,Low,Excellent,High,Good
1813,43,No,Non-Travel,343,Research & Development,9,Life Sciences,1,Male,52,1,Research Scientist,Single,2438,24978,4,Y,No,13,80,0,7,2,3,2,1,2,Tech,Bachelor,Low,High,High,Excellent,High,Good
1814,41,No,Travel_Rarely,447,Research & Development,5,Life Sciences,1,Male,85,2,Healthcare Representative,Single,6870,15530,3,Y,No,12,80,0,11,3,3,2,1,2,Tech,Bachelor,Medium,Very High,Medium,Excellent,Low,Bad
1821,46,Yes,Travel_Rarely,261,Research & Development,21,Medical,1,Female,66,2,Healthcare Representative,Married,8926,10842,4,Y,No,22,80,1,13,2,9,7,3,7,Tech,College,Very High,High,Medium,Outstandingß,Very High,Bestß
1822,40,No,Travel_Rarely,1194,Research & Development,1,Life Sciences,1,Female,52,2,Healthcare Representative,Divorced,6513,9060,4,Y,No,17,80,1,12,3,5,3,0,3,Tech,Bachelor,High,High,Very High,Excellent,Very High,Better
1826,35,No,Travel_Rarely,185,Research & Development,23,Medical,1,Male,91,1,Laboratory Technician,Married,2705,9696,0,Y,No,16,80,1,6,2,5,4,0,3,Tech,Master,Medium,Low,High,Excellent,Medium,Bestß
1829,40,No,Travel_Rarely,750,Research & Development,12,Life Sciences,1,Female,47,2,Healthcare Representative,Divorced,4448,10748,2,Y,No,12,80,1,15,3,7,4,7,7,Tech,Bachelor,Medium,High,Low,Excellent,Medium,Better
1830,54,No,Travel_Rarely,431,Research & Development,7,Medical,1,Female,68,2,Research Scientist,Married,6854,15696,4,Y,No,15,80,1,14,2,7,1,1,7,Tech,Master,Very High,High,Very High,Excellent,Medium,Good
1834,28,No,Travel_Rarely,1217,Research & Development,1,Medical,1,Female,67,1,Research Scientist,Married,3591,12719,1,Y,No,25,80,1,3,3,3,2,1,2,Tech,Bachelor,High,High,Low,Outstandingß,High,Better
1839,18,No,Non-Travel,1431,Research & Development,14,Medical,1,Female,33,1,Research Scientist,Single,1514,8018,1,Y,No,16,80,0,0,4,0,0,0,0,Tech,Bachelor,Medium,High,High,Excellent,High,Bad
1847,36,No,Travel_Rarely,430,Research & Development,2,Other,1,Female,73,2,Research Scientist,Married,6962,19573,4,Y,Yes,22,80,1,15,2,1,0,0,0,Tech,Master,Very High,High,Medium,Outstandingß,Very High,Better
1850,27,No,Travel_Frequently,1297,Research & Development,5,Life Sciences,1,Female,53,1,Laboratory Technician,Single,2379,19826,0,Y,Yes,14,80,0,6,3,5,4,0,2,Tech,College,Very High,High,Very High,Excellent,High,Good
1852,29,No,Travel_Frequently,574,Research & Development,20,Medical,1,Male,40,1,Laboratory Technician,Married,3812,7003,1,Y,No,13,80,0,11,3,11,8,3,10,Tech,Below College,Very High,High,Very High,Excellent,Medium,Bestß
1854,42,No,Non-Travel,355,Research & Development,10,Technical Degree,1,Male,38,1,Research Scientist,Married,2936,6161,3,Y,No,22,80,2,10,1,6,3,3,3,Tech,Master,High,High,High,Outstandingß,Medium,Good
1856,47,No,Travel_Rarely,207,Research & Development,9,Life Sciences,1,Female,64,1,Laboratory Technician,Single,2105,5411,4,Y,No,12,80,0,7,2,2,2,2,0,Tech,Master,Medium,High,High,Excellent,High,Better
1859,29,No,Travel_Rarely,726,Research & Development,29,Life Sciences,1,Male,93,2,Healthcare Representative,Divorced,6384,21143,8,Y,No,17,80,2,11,3,7,0,1,6,Tech,Below College,Very High,Low,High,Excellent,Very High,Better
1860,42,No,Travel_Rarely,1142,Research & Development,8,Life Sciences,1,Male,81,1,Laboratory Technician,Single,3968,13624,4,Y,No,13,80,0,8,3,0,0,0,0,Tech,Bachelor,Very High,High,High,Excellent,Very High,Better
1868,29,Yes,Travel_Frequently,459,Research & Development,24,Life Sciences,1,Male,73,1,Research Scientist,Single,2439,14753,1,Y,Yes,24,80,0,1,3,1,0,1,0,Tech,College,Very High,Medium,Very High,Outstandingß,Medium,Good
1870,27,No,Travel_Frequently,1131,Research & Development,15,Life Sciences,1,Female,77,1,Research Scientist,Married,4774,23844,0,Y,No,19,80,1,8,2,7,6,7,3,Tech,Bachelor,Very High,Medium,Low,Excellent,Very High,Good
1871,39,No,Travel_Rarely,835,Research & Development,19,Other,1,Male,41,2,Research Scientist,Divorced,3902,5141,8,Y,No,14,80,3,7,2,2,2,2,2,Tech,Master,Very High,High,Very High,Excellent,Medium,Better
1873,55,No,Travel_Rarely,836,Research & Development,2,Technical Degree,1,Male,98,1,Research Scientist,Married,2662,7975,8,Y,No,20,80,1,19,2,5,2,0,4,Tech,Master,Medium,Medium,Very High,Outstandingß,Medium,Bestß
1878,22,Yes,Travel_Rarely,391,Research & Development,7,Life Sciences,1,Male,75,1,Research Scientist,Single,2472,26092,1,Y,Yes,23,80,0,1,2,1,0,0,0,Tech,Below College,Very High,High,Medium,Outstandingß,Low,Better
1881,31,No,Travel_Rarely,311,Research & Development,20,Life Sciences,1,Male,89,2,Laboratory Technician,Divorced,4197,18624,1,Y,No,11,80,1,10,2,10,8,0,2,Tech,Bachelor,Medium,High,High,Excellent,Low,Better
1883,29,No,Travel_Rarely,592,Research & Development,7,Life Sciences,1,Male,59,1,Laboratory Technician,Single,2062,19384,3,Y,No,14,80,0,11,2,3,2,1,2,Tech,Bachelor,Very High,High,Low,Excellent,Medium,Better
1885,37,No,Travel_Rarely,783,Research & Development,7,Medical,1,Male,78,2,Research Scientist,Married,4284,13588,5,Y,Yes,22,80,1,16,2,5,3,0,4,Tech,Master,Very High,High,Low,Outstandingß,High,Better
1893,26,No,Travel_Rarely,482,Research & Development,1,Life Sciences,1,Female,90,1,Research Scientist,Married,2933,14908,1,Y,Yes,13,80,1,1,3,1,0,1,0,Tech,College,Medium,Medium,High,Excellent,High,Good
1903,44,No,Travel_Rarely,170,Research & Development,1,Life Sciences,1,Male,78,2,Healthcare Representative,Married,5033,9364,2,Y,No,15,80,1,10,5,2,0,2,2,Tech,Master,Medium,Very High,Low,Excellent,Very High,Better
1905,34,Yes,Non-Travel,967,Research & Development,16,Technical Degree,1,Male,85,1,Research Scientist,Married,2307,14460,1,Y,Yes,23,80,1,5,2,5,2,3,0,Tech,Master,Very High,Low,Low,Outstandingß,Medium,Better
1907,56,Yes,Travel_Rarely,1162,Research & Development,24,Life Sciences,1,Male,97,1,Laboratory Technician,Single,2587,10261,1,Y,No,16,80,0,5,3,4,2,1,0,Tech,College,Low,High,Very High,Excellent,Very High,Better
1916,31,No,Travel_Rarely,471,Research & Development,4,Medical,1,Female,62,1,Laboratory Technician,Divorced,3978,16031,8,Y,No,12,80,1,4,0,2,2,2,2,Tech,Bachelor,Low,Very High,High,Excellent,Medium,Good
1918,26,No,Travel_Frequently,1096,Research & Development,6,Other,1,Male,61,1,Laboratory Technician,Married,2544,7102,0,Y,No,18,80,1,8,3,7,7,7,7,Tech,Bachelor,High,Very High,Very High,Excellent,Low,Better
1922,45,No,Travel_Frequently,1297,Research & Development,1,Medical,1,Male,44,2,Healthcare Representative,Single,5399,14511,4,Y,No,12,80,0,12,3,4,2,0,3,Tech,Master,Medium,High,High,Excellent,High,Better
1931,27,No,Travel_Rarely,1354,Research & Development,2,Technical Degree,1,Male,41,1,Research Scientist,Married,2226,6073,1,Y,No,11,80,1,6,3,5,3,1,2,Tech,Master,Medium,High,Medium,Excellent,High,Good
1932,34,No,Travel_Frequently,735,Research & Development,22,Other,1,Male,86,2,Research Scientist,Married,5747,26496,1,Y,Yes,15,80,0,16,3,15,10,6,11,Tech,Master,High,Medium,Very High,Excellent,Medium,Better
1934,47,No,Non-Travel,1169,Research & Development,14,Technical Degree,1,Male,64,2,Research Scientist,Married,5467,2125,8,Y,No,18,80,1,16,4,8,7,1,7,Tech,Master,High,High,Medium,Excellent,High,Bestß
1937,38,No,Travel_Frequently,1394,Research & Development,8,Medical,1,Female,58,2,Research Scientist,Divorced,2133,18115,1,Y,Yes,16,80,1,20,3,20,11,0,7,Tech,Bachelor,Very High,Medium,Medium,Excellent,High,Better
1939,32,Yes,Travel_Frequently,238,Research & Development,5,Life Sciences,1,Female,47,1,Research Scientist,Single,2432,15318,3,Y,Yes,14,80,0,8,2,4,1,0,3,Tech,College,Low,Very High,High,Excellent,Low,Better
1940,38,No,Travel_Rarely,1206,Research & Development,9,Life Sciences,1,Male,71,1,Research Scientist,Divorced,4771,14293,2,Y,No,19,80,2,10,0,5,2,0,3,Tech,College,Medium,High,Very High,Excellent,Very High,Bestß
1947,28,No,Non-Travel,1103,Research & Development,16,Medical,1,Male,49,1,Research Scientist,Single,2144,2122,1,Y,No,14,80,0,5,3,5,3,1,4,Tech,Bachelor,High,High,High,Excellent,High,Good
1948,31,No,Non-Travel,976,Research & Development,3,Medical,1,Male,48,1,Research Scientist,Divorced,3065,3995,1,Y,Yes,13,80,1,4,3,4,2,2,3,Tech,College,High,High,Low,Excellent,Very High,Bestß
1949,36,No,Non-Travel,1351,Research & Development,9,Life Sciences,1,Male,66,1,Laboratory Technician,Married,2810,9238,1,Y,No,22,80,0,5,3,5,4,0,2,Tech,Master,Low,Very High,Medium,Outstandingß,Medium,Better
1952,26,No,Travel_Rarely,157,Research & Development,1,Medical,1,Male,95,1,Laboratory Technician,Single,2867,20006,0,Y,No,13,80,0,8,6,7,7,7,6,Tech,Bachelor,High,High,Low,Excellent,Very High,Good
1954,29,No,Travel_Rarely,136,Research & Development,1,Life Sciences,1,Male,89,2,Healthcare Representative,Married,5373,6225,0,Y,No,12,80,1,6,5,5,3,0,2,Tech,Bachelor,Low,High,Low,Excellent,Low,Good
1955,32,No,Non-Travel,1146,Research & Development,15,Medical,1,Female,34,2,Healthcare Representative,Divorced,6667,16542,5,Y,No,18,80,1,9,6,5,1,1,2,Tech,Master,High,High,Very High,Excellent,Medium,Better
1956,31,No,Travel_Frequently,1125,Research & Development,1,Life Sciences,1,Male,48,2,Research Scientist,Married,5003,5771,1,Y,No,21,80,0,10,6,10,8,8,7,Tech,Bachelor,Very High,Low,Low,Outstandingß,Medium,Better
1960,28,Yes,Travel_Rarely,1404,Research & Development,17,Technical Degree,1,Male,32,1,Laboratory Technician,Divorced,2367,18779,5,Y,No,12,80,1,6,2,4,1,0,3,Tech,Bachelor,High,Medium,Very High,Excellent,Low,Good
1969,54,No,Travel_Rarely,155,Research & Development,9,Life Sciences,1,Female,67,2,Research Scientist,Married,2897,22474,3,Y,No,11,80,2,9,6,4,3,2,3,Tech,College,Low,High,High,Excellent,High,Good
1970,33,No,Travel_Frequently,1303,Research & Development,7,Life Sciences,1,Male,36,2,Healthcare Representative,Divorced,5968,18079,1,Y,No,20,80,3,9,2,9,7,2,8,Tech,College,Very High,High,High,Outstandingß,High,Better
1971,43,No,Travel_Rarely,574,Research & Development,11,Life Sciences,1,Male,30,3,Healthcare Representative,Married,7510,16873,1,Y,No,17,80,1,10,1,10,9,0,9,Tech,Bachelor,Low,High,High,Excellent,Medium,Better
1974,31,No,Travel_Rarely,1276,Research & Development,2,Medical,1,Female,59,1,Laboratory Technician,Divorced,1129,17536,1,Y,Yes,11,80,3,1,4,1,0,0,0,Tech,Below College,Very High,Low,Very High,Excellent,High,Better
1976,42,No,Non-Travel,335,Research & Development,23,Life Sciences,1,Male,37,2,Research Scientist,Single,4332,14811,1,Y,No,12,80,0,20,2,20,9,3,7,Tech,College,Very High,Medium,High,Excellent,Very High,Better
1981,24,No,Travel_Rarely,771,Research & Development,1,Life Sciences,1,Male,45,2,Healthcare Representative,Single,4617,14120,1,Y,No,12,80,0,4,2,4,3,1,2,Tech,College,Medium,Medium,High,Excellent,Medium,Good
1982,23,No,Travel_Rarely,571,Research & Development,12,Other,1,Male,78,1,Laboratory Technician,Single,2647,13672,1,Y,No,13,80,0,5,6,5,2,1,4,Tech,College,Very High,High,Very High,Excellent,High,Bestß
1985,40,No,Travel_Frequently,692,Research & Development,11,Technical Degree,1,Female,73,2,Laboratory Technician,Married,6323,26849,1,Y,No,11,80,1,10,2,10,9,9,4,Tech,Bachelor,Very High,High,High,Excellent,Low,Bestß
1989,30,No,Travel_Rarely,911,Research & Development,1,Medical,1,Male,76,1,Laboratory Technician,Married,3748,4077,1,Y,No,13,80,0,12,6,12,8,1,7,Tech,College,Very High,High,Medium,Excellent,High,Good
1992,25,No,Travel_Rarely,977,Research & Development,2,Other,1,Male,57,1,Laboratory Technician,Divorced,3977,7298,6,Y,Yes,19,80,1,7,2,2,2,0,2,Tech,Below College,Very High,High,High,Excellent,High,Good
1993,47,No,Travel_Rarely,1180,Research & Development,25,Medical,1,Male,84,3,Healthcare Representative,Single,8633,13084,2,Y,No,23,80,0,25,3,17,14,12,11,Tech,Bachelor,Low,High,High,Outstandingß,Medium,Better
1994,33,No,Non-Travel,1313,Research & Development,1,Medical,1,Male,59,1,Laboratory Technician,Divorced,2008,20439,1,Y,No,12,80,3,1,2,1,1,0,0,Tech,College,Medium,Medium,High,Excellent,High,Good
1998,42,No,Travel_Rarely,557,Research & Development,18,Life Sciences,1,Male,35,2,Research Scientist,Divorced,5410,11189,6,Y,Yes,17,80,1,9,3,4,3,1,2,Tech,Master,Very High,High,Low,Excellent,High,Good
1999,41,No,Travel_Rarely,642,Research & Development,1,Life Sciences,1,Male,76,1,Research Scientist,Married,2782,21412,3,Y,No,22,80,1,12,3,5,3,1,0,Tech,Bachelor,Very High,High,Very High,Outstandingß,Low,Better
2003,35,No,Travel_Rarely,1490,Research & Development,11,Medical,1,Male,43,1,Laboratory Technician,Married,2660,20232,7,Y,Yes,11,80,1,5,3,2,2,2,2,Tech,Master,Very High,High,High,Excellent,High,Better
2007,22,No,Travel_Rarely,581,Research & Development,1,Life Sciences,1,Male,63,1,Research Scientist,Single,3375,17624,0,Y,No,12,80,0,4,2,3,2,1,2,Tech,College,Very High,High,High,Excellent,Very High,Bestß
2008,35,No,Travel_Rarely,1395,Research & Development,9,Medical,1,Male,48,2,Research Scientist,Single,5098,18698,1,Y,No,19,80,0,10,5,10,7,0,8,Tech,Master,Medium,High,High,Excellent,Medium,Better
2009,33,No,Travel_Rarely,501,Research & Development,15,Medical,1,Female,95,2,Healthcare Representative,Married,4878,21653,0,Y,Yes,13,80,1,10,6,9,7,8,1,Tech,College,Medium,High,Very High,Excellent,Low,Better
2010,32,No,Travel_Rarely,267,Research & Development,29,Life Sciences,1,Female,49,1,Laboratory Technician,Single,2837,15919,1,Y,No,13,80,0,6,3,6,2,4,1,Tech,Master,High,Medium,Medium,Excellent,High,Better
2012,40,No,Travel_Rarely,543,Research & Development,1,Life Sciences,1,Male,83,1,Laboratory Technician,Married,2406,4060,8,Y,No,19,80,2,8,3,1,0,0,0,Tech,Master,Low,High,Very High,Excellent,High,Good
2014,39,No,Travel_Rarely,116,Research & Development,24,Life Sciences,1,Male,52,2,Research Scientist,Single,4108,5340,7,Y,No,13,80,0,18,2,7,7,1,7,Tech,Below College,Low,High,Very High,Excellent,Low,Better
2020,44,No,Travel_Rarely,1037,Research & Development,1,Medical,1,Male,42,1,Research Scientist,Single,2436,13422,6,Y,Yes,12,80,0,6,2,4,3,1,2,Tech,Bachelor,Medium,High,Very High,Excellent,High,Better
2026,56,No,Non-Travel,667,Research & Development,1,Life Sciences,1,Male,57,2,Healthcare Representative,Divorced,6306,26236,1,Y,No,21,80,1,13,2,13,12,1,9,Tech,Master,High,High,High,Outstandingß,Low,Good
2027,29,Yes,Travel_Rarely,1092,Research & Development,1,Medical,1,Male,36,1,Research Scientist,Married,4787,26124,9,Y,Yes,14,80,3,4,3,2,2,2,2,Tech,Master,Low,High,Very High,Excellent,Medium,Bestß
2032,56,Yes,Travel_Rarely,310,Research & Development,7,Technical Degree,1,Male,72,1,Laboratory Technician,Married,2339,3666,8,Y,No,11,80,1,14,4,10,9,9,8,Tech,College,Very High,High,High,Excellent,Very High,Bad
2038,32,No,Travel_Rarely,529,Research & Development,2,Technical Degree,1,Male,78,1,Research Scientist,Single,2439,11288,1,Y,No,14,80,0,4,4,4,2,1,2,Tech,Bachelor,Very High,High,Low,Excellent,Very High,Better
2048,40,No,Travel_Rarely,1322,Research & Development,2,Life Sciences,1,Male,52,1,Research Scientist,Single,2809,2725,2,Y,No,14,80,0,8,2,2,2,2,2,Tech,Master,High,Medium,High,Excellent,Very High,Better
2049,35,No,Travel_Frequently,1199,Research & Development,18,Life Sciences,1,Male,80,2,Healthcare Representative,Married,5689,24594,1,Y,Yes,14,80,2,10,2,10,2,0,2,Tech,Master,High,High,High,Excellent,Very High,Bestß
2051,40,No,Travel_Rarely,1194,Research & Development,2,Medical,1,Female,98,1,Research Scientist,Married,2001,12549,2,Y,No,14,80,3,20,2,5,3,0,2,Tech,Master,High,High,High,Excellent,Medium,Better
2052,35,No,Travel_Rarely,287,Research & Development,1,Life Sciences,1,Female,62,1,Research Scientist,Married,2977,8952,1,Y,No,12,80,1,4,5,4,3,1,1,Tech,Master,High,Low,Very High,Excellent,Very High,Better
2053,29,No,Travel_Rarely,1378,Research & Development,13,Other,1,Male,46,2,Laboratory Technician,Married,4025,23679,4,Y,Yes,13,80,1,10,2,4,3,0,3,Tech,College,Very High,Medium,Medium,Excellent,Low,Better
2054,29,No,Travel_Rarely,468,Research & Development,28,Medical,1,Female,73,1,Research Scientist,Single,3785,8489,1,Y,No,14,80,0,5,3,5,4,0,4,Tech,Master,Very High,Medium,Low,Excellent,Medium,Bad
2061,36,No,Travel_Frequently,884,Research & Development,23,Medical,1,Male,41,2,Laboratory Technician,Married,2571,12290,4,Y,No,17,80,1,17,3,5,2,0,3,Tech,College,High,Very High,Very High,Excellent,High,Better
2062,39,No,Travel_Rarely,613,Research & Development,6,Medical,1,Male,42,3,Healthcare Representative,Married,9991,21457,4,Y,No,15,80,1,9,5,7,7,1,7,Tech,Below College,Very High,Medium,Low,Excellent,Low,Better
2068,34,No,Travel_Rarely,628,Research & Development,8,Medical,1,Male,82,2,Laboratory Technician,Married,4404,10228,2,Y,No,12,80,0,6,3,4,3,1,2,Tech,Bachelor,Medium,Very High,High,Excellent,Low,Bestß
